"","x"
"56236","06:22:43.875"
"56237","06:22:44.000"
"56238","06:22:44.125"
"56239","06:22:44.250"
"56240","06:22:44.375"
"56241","06:22:44.500"
"56242","06:22:44.625"
"56243","06:22:44.750"
"56244","06:22:44.875"
"56245","06:22:45.000"
"56246","06:22:45.125"
"56247","06:22:45.250"
"56248","06:22:45.375"
"56249","06:22:45.500"
"56250","06:22:45.625"
"56251","06:22:45.750"
"56252","06:22:45.875"
"56253","06:22:46.000"
"56254","06:22:46.125"
"56255","06:22:46.250"
"56256","06:22:46.375"
"56257","06:22:46.500"
"56258","06:22:46.625"
"56259","06:22:46.750"
"56260","06:22:46.875"
"56261","06:22:47.000"
"56262","06:22:47.125"
"56263","06:22:47.250"
"56264","06:22:47.375"
"56265","06:22:47.500"
"56266","06:22:47.625"
"56267","06:22:47.750"
"56268","06:22:47.875"
"56269","06:22:48.000"
"56270","06:22:48.125"
"56271","06:22:48.250"
"56272","06:22:48.375"
"56273","06:22:48.500"
"56274","06:22:48.625"
"56275","06:22:48.750"
"56276","06:22:48.875"
"56277","06:22:49.000"
"56278","06:22:49.125"
"56279","06:22:49.250"
"56280","06:22:49.375"
"56281","06:22:49.500"
"56282","06:22:49.625"
"56283","06:22:49.750"
"56284","06:22:49.875"
"56285","06:22:50.000"
"56286","06:22:50.125"
"56287","06:22:50.250"
"56288","06:22:50.375"
"56289","06:22:50.500"
"56290","06:22:50.625"
"56291","06:22:50.750"
"56292","06:22:50.875"
"56293","06:22:51.000"
"56294","06:22:51.125"
"56295","06:22:51.250"
"56296","06:22:51.375"
"56297","06:22:51.500"
"56298","06:22:51.625"
"56299","06:22:51.750"
"56300","06:22:51.875"
"56301","06:22:52.000"
"56302","06:22:52.125"
"56303","06:22:52.250"
"56304","06:22:52.375"
"56305","06:22:52.500"
"56306","06:22:52.625"
"56307","06:22:52.750"
"56308","06:22:52.875"
"56309","06:22:53.000"
"56310","06:22:53.125"
"56311","06:22:53.250"
"56312","06:22:53.375"
"56313","06:22:53.500"
"56314","06:22:53.625"
"56315","06:22:53.750"
"56316","06:22:53.875"
"56317","06:22:54.000"
"56318","06:22:54.125"
"56319","06:22:54.250"
"56320","06:22:54.375"
"56321","06:22:54.500"
"56322","06:22:54.625"
"56323","06:22:54.750"
"56324","06:22:54.875"
"56325","06:22:55.000"
"56326","06:22:55.125"
"56327","06:22:55.250"
"56328","06:22:55.375"
"56329","06:22:55.500"
"56330","06:22:55.625"
"56331","06:22:55.750"
"56332","06:22:55.875"
"56333","06:22:56.000"
"56334","06:22:56.125"
"56335","06:22:56.250"
"56336","06:22:56.375"
"56337","06:22:56.500"
"56338","06:22:56.625"
"56339","06:22:56.750"
"56340","06:22:56.875"
"56341","06:22:57.000"
"56342","06:22:57.125"
"56343","06:22:57.250"
"56344","06:22:57.375"
"56345","06:22:57.500"
"56346","06:22:57.625"
"56347","06:22:57.750"
"56348","06:22:57.875"
"56349","06:22:58.000"
"56350","06:22:58.125"
"56351","06:22:58.250"
"56352","06:22:58.375"
"56353","06:22:58.500"
"56354","06:22:58.625"
"56355","06:22:58.750"
"56356","06:22:58.875"
"56357","06:22:59.000"
"56358","06:22:59.125"
"56359","06:22:59.250"
"56360","06:22:59.375"
"56361","06:22:59.500"
"56362","06:22:59.625"
"56363","06:22:59.750"
"56364","06:22:59.875"
"56365","06:23:00.000"
"56366","06:23:00.125"
"56367","06:23:00.250"
"56368","06:23:00.375"
"56369","06:23:00.500"
"56370","06:23:00.625"
"56371","06:23:00.750"
"56372","06:23:00.875"
"56373","06:23:01.000"
"56374","06:23:01.125"
"56375","06:23:01.250"
"56376","06:23:01.375"
"56377","06:23:01.500"
"56378","06:23:01.625"
"56379","06:23:01.750"
"56380","06:23:01.875"
"56381","06:23:02.000"
"56382","06:23:02.125"
"56383","06:23:02.250"
"56384","06:23:02.375"
"56385","06:23:02.500"
"56386","06:23:02.625"
"56387","06:23:02.750"
"56388","06:23:02.875"
"56389","06:23:03.000"
"56390","06:23:03.125"
"56391","06:23:03.250"
"56392","06:23:03.375"
"56393","06:23:03.500"
"56394","06:23:03.625"
"56395","06:23:03.750"
"56396","06:23:03.875"
"56397","06:23:04.000"
"56398","06:23:04.125"
"56399","06:23:04.250"
"56400","06:23:04.375"
"56401","06:23:04.500"
"56402","06:23:04.625"
"56403","06:23:04.750"
"56404","06:23:04.875"
"56405","06:23:05.000"
"56406","06:23:05.125"
"56407","06:23:05.250"
"56408","06:23:05.375"
"56409","06:23:05.500"
"56410","06:23:05.625"
"56411","06:23:05.750"
"56412","06:23:05.875"
"56413","06:23:06.000"
"56414","06:23:06.125"
"56415","06:23:06.250"
"56416","06:23:06.375"
"56417","06:23:06.500"
"56418","06:23:06.625"
"56419","06:23:06.750"
"56420","06:23:06.875"
"56421","06:23:07.000"
"56422","06:23:07.125"
"56423","06:23:07.250"
"56424","06:23:07.375"
"56425","06:23:07.500"
"56426","06:23:07.625"
"56427","06:23:07.750"
"56428","06:23:07.875"
"56429","06:23:08.000"
"56430","06:23:08.125"
"56431","06:23:08.250"
"56432","06:23:08.375"
"56433","06:23:08.500"
"56434","06:23:08.625"
"56435","06:23:08.750"
"56436","06:23:08.875"
"56437","06:23:09.000"
"56438","06:23:09.125"
"56439","06:23:09.250"
"56440","06:23:09.375"
"56441","06:23:09.500"
"56442","06:23:09.625"
"56443","06:23:09.750"
"56444","06:23:09.875"
"56445","06:23:10.000"
"56446","06:23:10.125"
"56447","06:23:10.250"
"56448","06:23:10.375"
"56449","06:23:10.500"
"56450","06:23:10.625"
"56451","06:23:10.750"
"56452","06:23:10.875"
"56453","06:23:11.000"
"56454","06:23:11.125"
"56455","06:23:11.250"
"56456","06:23:11.375"
"56457","06:23:11.500"
"56458","06:23:11.625"
"56459","06:23:11.750"
"56460","06:23:11.875"
"56461","06:23:12.000"
"56462","06:23:12.125"
"56463","06:23:12.250"
"56464","06:23:12.375"
"56465","06:23:12.500"
"56466","06:23:12.625"
"56467","06:23:12.750"
"56468","06:23:12.875"
"56469","06:23:13.000"
"56470","06:23:13.125"
"56471","06:23:13.250"
"56472","06:23:13.375"
"56473","06:23:13.500"
"56474","06:23:13.625"
"56475","06:23:13.750"
"56476","06:23:13.875"
"56477","06:23:14.000"
"56478","06:23:14.125"
"56479","06:23:14.250"
"56480","06:23:14.375"
"56481","06:23:14.500"
"56482","06:23:14.625"
"56483","06:23:14.750"
"56484","06:23:14.875"
"56485","06:23:15.000"
"56486","06:23:15.125"
"56487","06:23:15.250"
"56488","06:23:15.375"
"56489","06:23:15.500"
"56490","06:23:15.625"
"56491","06:23:15.750"
"56492","06:23:15.875"
"56493","06:23:16.000"
"56494","06:23:16.125"
"56495","06:23:16.250"
"56496","06:23:16.375"
"56497","06:23:16.500"
"56498","06:23:16.625"
"56499","06:23:16.750"
"56500","06:23:16.875"
"56501","06:23:17.000"
"56502","06:23:17.125"
"56503","06:23:17.250"
"56504","06:23:17.375"
"56505","06:23:17.500"
"56506","06:23:17.625"
"56507","06:23:17.750"
"56508","06:23:17.875"
"56509","06:23:18.000"
"56510","06:23:18.125"
"56511","06:23:18.250"
"56512","06:23:18.375"
"56513","06:23:18.500"
"56514","06:23:18.625"
"56515","06:23:18.750"
"56516","06:23:18.875"
"56517","06:23:19.000"
"56518","06:23:19.125"
"56519","06:23:19.250"
"56520","06:23:19.375"
"56521","06:23:19.500"
"56522","06:23:19.625"
"56523","06:23:19.750"
"56524","06:23:19.875"
"56525","06:23:20.000"
"56526","06:23:20.125"
"56527","06:23:20.250"
"56528","06:23:20.375"
"56529","06:23:20.500"
"56530","06:23:20.625"
"56531","06:23:20.750"
"56532","06:23:20.875"
"56533","06:23:21.000"
"56534","06:23:21.125"
"56535","06:23:21.250"
"56536","06:23:21.375"
"56537","06:23:21.500"
"56538","06:23:21.625"
"56539","06:23:21.750"
"56540","06:23:21.875"
"56541","06:23:22.000"
"56542","06:23:22.125"
"56543","06:23:22.250"
"56544","06:23:22.375"
"56545","06:23:22.500"
"56546","06:23:22.625"
"56547","06:23:22.750"
"56548","06:23:22.875"
"56549","06:23:23.000"
"56550","06:23:23.125"
"56551","06:23:23.250"
"56552","06:23:23.375"
"56553","06:23:23.500"
"56554","06:23:23.625"
"56555","06:23:23.750"
"56556","06:23:23.875"
"56557","06:23:24.000"
"56558","06:23:24.125"
"56559","06:23:24.250"
"56560","06:23:24.375"
"56561","06:23:24.500"
"56562","06:23:24.625"
"56563","06:23:24.750"
"56564","06:23:24.875"
"56565","06:23:25.000"
"56566","06:23:25.125"
"56567","06:23:25.250"
"56568","06:23:25.375"
"56569","06:23:25.500"
"56570","06:23:25.625"
"56571","06:23:25.750"
"56572","06:23:25.875"
"56573","06:23:26.000"
"56574","06:23:26.125"
"56575","06:23:26.250"
"56576","06:23:26.375"
"56577","06:23:26.500"
"56578","06:23:26.625"
"56579","06:23:26.750"
"56580","06:23:26.875"
"56581","06:23:27.000"
"56582","06:23:27.125"
"56583","06:23:27.250"
"56584","06:23:27.375"
"56585","06:23:27.500"
"56586","06:23:27.625"
"56587","06:23:27.750"
"56588","06:23:27.875"
"56589","06:23:28.000"
"56590","06:23:28.125"
"56591","06:23:28.250"
"56592","06:23:28.375"
"56593","06:23:28.500"
"56594","06:23:28.625"
"56595","06:23:28.750"
"56596","06:23:28.875"
"56597","06:23:29.000"
"56598","06:23:29.125"
"56599","06:23:29.250"
"56600","06:23:29.375"
"56601","06:23:29.500"
"56602","06:23:29.625"
"56603","06:23:29.750"
"56604","06:23:29.875"
"56605","06:23:30.000"
"56606","06:23:30.125"
"56607","06:23:30.250"
"56608","06:23:30.375"
"56609","06:23:30.500"
"56610","06:23:30.625"
"56611","06:23:30.750"
"56612","06:23:30.875"
"56613","06:23:31.000"
"56614","06:23:31.125"
"56615","06:23:31.250"
"56616","06:23:31.375"
"56617","06:23:31.500"
"56618","06:23:31.625"
"56619","06:23:31.750"
"56620","06:23:31.875"
"56621","06:23:32.000"
"56622","06:23:32.125"
"56623","06:23:32.250"
"56624","06:23:32.375"
"56625","06:23:32.500"
"56626","06:23:32.625"
"56627","06:23:32.750"
"56628","06:23:32.875"
"56629","06:23:33.000"
"56630","06:23:33.125"
"56631","06:23:33.250"
"56632","06:23:33.375"
"56633","06:23:33.500"
"56634","06:23:33.625"
"56635","06:23:33.750"
"56636","06:23:33.875"
"56637","06:23:34.000"
"56638","06:23:34.125"
"56639","06:23:34.250"
"56640","06:23:34.375"
"56641","06:23:34.500"
"56642","06:23:34.625"
"56643","06:23:34.750"
"56644","06:23:34.875"
"56645","06:23:35.000"
"56646","06:23:35.125"
"56647","06:23:35.250"
"56648","06:23:35.375"
"56649","06:23:35.500"
"56650","06:23:35.625"
"56651","06:23:35.750"
"56652","06:23:35.875"
"56653","06:23:36.000"
"56654","06:23:36.125"
"56655","06:23:36.250"
"56656","06:23:36.375"
"56657","06:23:36.500"
"56658","06:23:36.625"
"56659","06:23:36.750"
"56660","06:23:36.875"
"56661","06:23:37.000"
"56662","06:23:37.125"
"56663","06:23:37.250"
"56664","06:23:37.375"
"56665","06:23:37.500"
"56666","06:23:37.625"
"56667","06:23:37.750"
"56668","06:23:37.875"
"56669","06:23:38.000"
"56670","06:23:38.125"
"56671","06:23:38.250"
"56672","06:23:38.375"
"56673","06:23:38.500"
"56674","06:23:38.625"
"56675","06:23:38.750"
"56676","06:23:38.875"
"56677","06:23:39.000"
"56678","06:23:39.125"
"56679","06:23:39.250"
"56680","06:23:39.375"
"56681","06:23:39.500"
"56682","06:23:39.625"
"56683","06:23:39.750"
"56684","06:23:39.875"
"56685","06:23:40.000"
"56686","06:23:40.125"
"56687","06:23:40.250"
"56688","06:23:40.375"
"56689","06:23:40.500"
"56690","06:23:40.625"
"56691","06:23:40.750"
"56692","06:23:40.875"
"56693","06:23:41.000"
"56694","06:23:41.125"
"56695","06:23:41.250"
"56696","06:23:41.375"
"56697","06:23:41.500"
"56698","06:23:41.625"
"56699","06:23:41.750"
"56700","06:23:41.875"
"56701","06:23:42.000"
"56702","06:23:42.125"
"56703","06:23:42.250"
"56704","06:23:42.375"
"56705","06:23:42.500"
"56706","06:23:42.625"
"56707","06:23:42.750"
"56708","06:23:42.875"
"56709","06:23:43.000"
"56710","06:23:43.125"
"56711","06:23:43.250"
"56712","06:23:43.375"
"56713","06:23:43.500"
"56714","06:23:43.625"
"56715","06:23:43.750"
"56716","06:23:43.875"
"56717","06:23:44.000"
"56718","06:23:44.125"
"56719","06:23:44.250"
"56720","06:23:44.375"
"56721","06:23:44.500"
"56722","06:23:44.625"
"56723","06:23:44.750"
"56724","06:23:44.875"
"56725","06:23:45.000"
"56726","06:23:45.125"
"56727","06:23:45.250"
"56728","06:23:45.375"
"56729","06:23:45.500"
"56730","06:23:45.625"
"56731","06:23:45.750"
"56732","06:23:45.875"
"56733","06:23:46.000"
"56734","06:23:46.125"
"56735","06:23:46.250"
"56736","06:23:46.375"
"56737","06:23:46.500"
"56738","06:23:46.625"
"56739","06:23:46.750"
"56740","06:23:46.875"
"56741","06:23:47.000"
"56742","06:23:47.125"
"56743","06:23:47.250"
"56744","06:23:47.375"
"56745","06:23:47.500"
"56746","06:23:47.625"
"56747","06:23:47.750"
"56748","06:23:47.875"
"56749","06:23:48.000"
"56750","06:23:48.125"
"56751","06:23:48.250"
"56752","06:23:48.375"
"56753","06:23:48.500"
"56754","06:23:48.625"
"56755","06:23:48.750"
"56756","06:23:48.875"
"56757","06:23:49.000"
"56758","06:23:49.125"
"56759","06:23:49.250"
"56760","06:23:49.375"
"56761","06:23:49.500"
"56762","06:23:49.625"
"56763","06:23:49.750"
"56764","06:23:49.875"
"56765","06:23:50.000"
"56766","06:23:50.125"
"56767","06:23:50.250"
"56768","06:23:50.375"
"56769","06:23:50.500"
"56770","06:23:50.625"
"56771","06:23:50.750"
"56772","06:23:50.875"
"56773","06:23:51.000"
"56774","06:23:51.125"
"56775","06:23:51.250"
"56776","06:23:51.375"
"56777","06:23:51.500"
"56778","06:23:51.625"
"56779","06:23:51.750"
"56780","06:23:51.875"
"56781","06:23:52.000"
"56782","06:23:52.125"
"56783","06:23:52.250"
"56784","06:23:52.375"
"56785","06:23:52.500"
"56786","06:23:52.625"
"56787","06:23:52.750"
"56788","06:23:52.875"
"56789","06:23:53.000"
"56790","06:23:53.125"
"56791","06:23:53.250"
"56792","06:23:53.375"
"56793","06:23:53.500"
"56794","06:23:53.625"
"56795","06:23:53.750"
"56796","06:23:53.875"
"56797","06:23:54.000"
"56798","06:23:54.125"
"56799","06:23:54.250"
"56800","06:23:54.375"
"56801","06:23:54.500"
"56802","06:23:54.625"
"56803","06:23:54.750"
"56804","06:23:54.875"
"56805","06:23:55.000"
"56806","06:23:55.125"
"56807","06:23:55.250"
"56808","06:23:55.375"
"56809","06:23:55.500"
"56810","06:23:55.625"
"56811","06:23:55.750"
"56812","06:23:55.875"
"56813","06:23:56.000"
"56814","06:23:56.125"
"56815","06:23:56.250"
"56816","06:23:56.375"
"56817","06:23:56.500"
"56818","06:23:56.625"
"56819","06:23:56.750"
"56820","06:23:56.875"
"56821","06:23:57.000"
"56822","06:23:57.125"
"56823","06:23:57.250"
"56824","06:23:57.375"
"56825","06:23:57.500"
"56826","06:23:57.625"
"56827","06:23:57.750"
"56828","06:23:57.875"
"56829","06:23:58.000"
"56830","06:23:58.125"
"56831","06:23:58.250"
"56832","06:23:58.375"
"56833","06:23:58.500"
"56834","06:23:58.625"
"56835","06:23:58.750"
"56836","06:23:58.875"
"56837","06:23:59.000"
"56838","06:23:59.125"
"56839","06:23:59.250"
"56840","06:23:59.375"
"56841","06:23:59.500"
"56842","06:23:59.625"
"56843","06:23:59.750"
"56844","06:23:59.875"
"56845","06:24:00.000"
"56846","06:24:00.125"
"56847","06:24:00.250"
"56848","06:24:00.375"
"56849","06:24:00.500"
"56850","06:24:00.625"
"56851","06:24:00.750"
"56852","06:24:00.875"
"56853","06:24:01.000"
"56854","06:24:01.125"
"56855","06:24:01.250"
"56856","06:24:01.375"
"56857","06:24:01.500"
"56858","06:24:01.625"
"56859","06:24:01.750"
"56860","06:24:01.875"
"56861","06:24:02.000"
"56862","06:24:02.125"
"56863","06:24:02.250"
"56864","06:24:02.375"
"56865","06:24:02.500"
"56866","06:24:02.625"
"56867","06:24:02.750"
"56868","06:24:02.875"
"56869","06:24:03.000"
"56870","06:24:03.125"
"56871","06:24:03.250"
"56872","06:24:03.375"
"56873","06:24:03.500"
"56874","06:24:03.625"
"56875","06:24:03.750"
"56876","06:24:03.875"
"56877","06:24:04.000"
"56878","06:24:04.125"
"56879","06:24:04.250"
"56880","06:24:04.375"
"56881","06:24:04.500"
"56882","06:24:04.625"
"56883","06:24:04.750"
"56884","06:24:04.875"
"56885","06:24:05.000"
"56886","06:24:05.125"
"56887","06:24:05.250"
"56888","06:24:05.375"
"56889","06:24:05.500"
"56890","06:24:05.625"
"56891","06:24:05.750"
"56892","06:24:05.875"
"56893","06:24:06.000"
"56894","06:24:06.125"
"56895","06:24:06.250"
"56896","06:24:06.375"
"56897","06:24:06.500"
"56898","06:24:06.625"
"56899","06:24:06.750"
"56900","06:24:06.875"
"56901","06:24:07.000"
"56902","06:24:07.125"
"56903","06:24:07.250"
"56904","06:24:07.375"
"56905","06:24:07.500"
"56906","06:24:07.625"
"56907","06:24:07.750"
"56908","06:24:07.875"
"56909","06:24:08.000"
"56910","06:24:08.125"
"56911","06:24:08.250"
"56912","06:24:08.375"
"56913","06:24:08.500"
"56914","06:24:08.625"
"56915","06:24:08.750"
"56916","06:24:08.875"
"56917","06:24:09.000"
"56918","06:24:09.125"
"56919","06:24:09.250"
"56920","06:24:09.375"
"56921","06:24:09.500"
"56922","06:24:09.625"
"56923","06:24:09.750"
"56924","06:24:09.875"
"56925","06:24:10.000"
"56926","06:24:10.125"
"56927","06:24:10.250"
"56928","06:24:10.375"
"56929","06:24:10.500"
"56930","06:24:10.625"
"56931","06:24:10.750"
"56932","06:24:10.875"
"56933","06:24:11.000"
"56934","06:24:11.125"
"56935","06:24:11.250"
"56936","06:24:11.375"
"56937","06:24:11.500"
"56938","06:24:11.625"
"56939","06:24:11.750"
"56940","06:24:11.875"
"56941","06:24:12.000"
"56942","06:24:12.125"
"56943","06:24:12.250"
"56944","06:24:12.375"
"56945","06:24:12.500"
"56946","06:24:12.625"
"56947","06:24:12.750"
"56948","06:24:12.875"
"56949","06:24:13.000"
"56950","06:24:13.125"
"56951","06:24:13.250"
"56952","06:24:13.375"
"56953","06:24:13.500"
"56954","06:24:13.625"
"56955","06:24:13.750"
"56956","06:24:13.875"
"56957","06:24:14.000"
"56958","06:24:14.125"
"56959","06:24:14.250"
"56960","06:24:14.375"
"56961","06:24:14.500"
"56962","06:24:14.625"
"56963","06:24:14.750"
"56964","06:24:14.875"
"56965","06:24:15.000"
"56966","06:24:15.125"
"56967","06:24:15.250"
"56968","06:24:15.375"
"56969","06:24:15.500"
"56970","06:24:15.625"
"56971","06:24:15.750"
"56972","06:24:15.875"
"56973","06:24:16.000"
"56974","06:24:16.125"
"56975","06:24:16.250"
"56976","06:24:16.375"
"56977","06:24:16.500"
"56978","06:24:16.625"
"56979","06:24:16.750"
"56980","06:24:16.875"
"56981","06:24:17.000"
"56982","06:24:17.125"
"56983","06:24:17.250"
"56984","06:24:17.375"
"56985","06:24:17.500"
"56986","06:24:17.625"
"56987","06:24:17.750"
"56988","06:24:17.875"
"56989","06:24:18.000"
"56990","06:24:18.125"
"56991","06:24:18.250"
"56992","06:24:18.375"
"56993","06:24:18.500"
"56994","06:24:18.625"
"56995","06:24:18.750"
"56996","06:24:18.875"
"56997","06:24:19.000"
"56998","06:24:19.125"
"56999","06:24:19.250"
"57000","06:24:19.375"
"57001","06:24:19.500"
"57002","06:24:19.625"
"57003","06:24:19.750"
"57004","06:24:19.875"
"57005","06:24:20.000"
"57006","06:24:20.125"
"57007","06:24:20.250"
"57008","06:24:20.375"
"57009","06:24:20.500"
"57010","06:24:20.625"
"57011","06:24:20.750"
"57012","06:24:20.875"
"57013","06:24:21.000"
"57014","06:24:21.125"
"57015","06:24:21.250"
"57016","06:24:21.375"
"57017","06:24:21.500"
"57018","06:24:21.625"
"57019","06:24:21.750"
"57020","06:24:21.875"
"57021","06:24:22.000"
"57022","06:24:22.125"
"57023","06:24:22.250"
"57024","06:24:22.375"
"57025","06:24:22.500"
"57026","06:24:22.625"
"57027","06:24:22.750"
"57028","06:24:22.875"
"57029","06:24:23.000"
"57030","06:24:23.125"
"57031","06:24:23.250"
"57032","06:24:23.375"
"57033","06:24:23.500"
"57034","06:24:23.625"
"57035","06:24:23.750"
"57036","06:24:23.875"
"57037","06:24:24.000"
"57038","06:24:24.125"
"57039","06:24:24.250"
"57040","06:24:24.375"
"57041","06:24:24.500"
"57042","06:24:24.625"
"57043","06:24:24.750"
"57044","06:24:24.875"
"57045","06:24:25.000"
"57046","06:24:25.125"
"57047","06:24:25.250"
"57048","06:24:25.375"
"57049","06:24:25.500"
"57050","06:24:25.625"
"57051","06:24:25.750"
"57052","06:24:25.875"
"57053","06:24:26.000"
"57054","06:24:26.125"
"57055","06:24:26.250"
"57056","06:24:26.375"
"57057","06:24:26.500"
"57058","06:24:26.625"
"57059","06:24:26.750"
"57060","06:24:26.875"
"57061","06:24:27.000"
"57062","06:24:27.125"
"57063","06:24:27.250"
"57064","06:24:27.375"
"57065","06:24:27.500"
"57066","06:24:27.625"
"57067","06:24:27.750"
"57068","06:24:27.875"
"57069","06:24:28.000"
"57070","06:24:28.125"
"57071","06:24:28.250"
"57072","06:24:28.375"
"57073","06:24:28.500"
"57074","06:24:28.625"
"57075","06:24:28.750"
"57076","06:24:28.875"
"57077","06:24:29.000"
"57078","07:23:14.000"
"57079","07:23:14.125"
"57080","07:23:14.250"
"57081","07:23:14.375"
"57082","07:23:14.500"
"57083","07:23:14.625"
"57084","07:23:14.750"
"57085","07:23:14.875"
"57086","07:23:15.000"
"57087","07:23:15.125"
"57088","07:23:15.250"
"57089","07:23:15.375"
"57090","07:23:15.500"
"57091","07:23:15.625"
"57092","07:23:15.750"
"57093","07:23:15.875"
"57094","07:23:16.000"
"57095","07:23:16.125"
"57096","07:23:16.250"
"57097","07:23:16.375"
"57098","07:23:16.500"
"57099","07:23:16.625"
"57100","07:23:16.750"
"57101","07:23:16.875"
"57102","07:23:17.000"
"57103","07:23:17.125"
"57104","07:23:17.250"
"57105","07:23:17.375"
"57106","07:23:17.500"
"57107","07:23:17.625"
"57108","07:23:17.750"
"57109","07:23:17.875"
"57110","07:23:18.000"
"57111","07:23:18.125"
"57112","07:23:18.250"
"57113","07:23:18.375"
"57114","07:23:18.500"
"57115","07:23:18.625"
"57116","07:23:18.750"
"57117","07:23:18.875"
"57118","07:23:19.000"
"57119","07:23:19.125"
"57120","07:23:19.250"
"57121","07:23:19.375"
"57122","07:23:19.500"
"57123","07:23:19.625"
"57124","07:23:19.750"
"57125","07:23:19.875"
"57126","07:23:20.000"
"57127","07:23:20.125"
"57128","07:23:20.250"
"57129","07:23:20.375"
"57130","07:23:20.500"
"57131","07:23:20.625"
"57132","07:23:20.750"
"57133","07:23:20.875"
"57134","07:23:21.000"
"57135","07:23:21.125"
"57136","07:23:21.250"
"57137","07:23:21.375"
"57138","07:23:21.500"
"57139","07:23:21.625"
"57140","07:23:21.750"
"57141","07:23:21.875"
"57142","07:23:22.000"
"57143","07:23:22.125"
"57144","07:23:22.250"
"57145","07:23:22.375"
"57146","07:23:22.500"
"57147","07:23:22.625"
"57148","07:23:22.750"
"57149","07:23:22.875"
"57150","07:23:23.000"
"57151","07:23:23.125"
"57152","07:23:23.250"
"57153","07:23:23.375"
"57154","07:23:23.500"
"57155","07:23:23.625"
"57156","07:23:23.750"
"57157","07:23:23.875"
"57158","07:23:24.000"
"57159","07:23:24.125"
"57160","07:23:24.250"
"57161","07:23:24.375"
"57162","07:23:24.500"
"57163","07:23:24.625"
"57164","07:23:24.750"
"57165","07:23:24.875"
"57166","07:23:25.000"
"57167","07:23:25.125"
"57168","07:23:25.250"
"57169","07:23:25.375"
"57170","07:23:25.500"
"57171","07:23:25.625"
"57172","07:23:25.750"
"57173","07:23:25.875"
"57174","07:23:26.000"
"57175","07:23:26.125"
"57176","07:23:26.250"
"57177","07:23:26.375"
"57178","07:23:26.500"
"57179","07:23:26.625"
"57180","07:23:26.750"
"57181","07:23:26.875"
"57182","07:23:27.000"
"57183","07:23:27.125"
"57184","07:23:27.250"
"57185","07:23:27.375"
"57186","07:23:27.500"
"57187","07:23:27.625"
"57188","07:23:27.750"
"57189","07:23:27.875"
"57190","07:23:28.000"
"57191","07:23:28.125"
"57192","07:23:28.250"
"57193","07:23:28.375"
"57194","07:23:28.500"
"57195","07:23:28.625"
"57196","07:23:28.750"
"57197","07:23:28.875"
"57198","07:23:29.000"
"57199","07:23:29.125"
"57200","07:23:29.250"
"57201","07:23:29.375"
"57202","07:23:29.500"
"57203","07:23:29.625"
"57204","07:23:29.750"
"57205","07:23:29.875"
"57206","07:23:30.000"
"57207","07:23:30.125"
"57208","07:23:30.250"
"57209","07:23:30.375"
"57210","07:23:30.500"
"57211","07:23:30.625"
"57212","07:23:30.750"
"57213","07:23:30.875"
"57214","07:23:31.000"
"57215","07:23:31.125"
"57216","07:23:31.250"
"57217","07:23:31.375"
"57218","07:23:31.500"
"57219","07:23:31.625"
"57220","07:23:31.750"
"57221","07:23:31.875"
"57222","07:23:32.000"
"57223","07:23:32.125"
"57224","07:23:32.250"
"57225","07:23:32.375"
"57226","07:23:32.500"
"57227","07:23:32.625"
"57228","07:23:32.750"
"57229","07:23:32.875"
"57230","07:23:33.000"
"57231","07:23:33.125"
"57232","07:23:33.250"
"57233","07:23:33.375"
"57234","07:23:33.500"
"57235","07:23:33.625"
"57236","07:23:33.750"
"57237","07:23:33.875"
"57238","07:23:34.000"
"57239","07:23:34.125"
"57240","07:23:34.250"
"57241","07:23:34.375"
"57242","07:23:34.500"
"57243","07:23:34.625"
"57244","07:23:34.750"
"57245","07:23:34.875"
"57246","07:23:35.000"
"57247","07:23:35.125"
"57248","07:23:35.250"
"57249","07:23:35.375"
"57250","07:23:35.500"
"57251","07:23:35.625"
"57252","07:23:35.750"
"57253","07:23:35.875"
"57254","07:23:36.000"
"57255","07:23:36.125"
"57256","07:23:36.250"
"57257","07:23:36.375"
"57258","07:23:36.500"
"57259","07:23:36.625"
"57260","07:23:36.750"
"57261","07:23:36.875"
"57262","07:23:37.000"
"57263","07:23:37.125"
"57264","07:23:37.250"
"57265","07:23:37.375"
"57266","07:23:37.500"
"57267","07:23:37.625"
"57268","07:23:37.750"
"57269","07:23:37.875"
"57270","07:23:38.000"
"57271","07:23:38.125"
"57272","07:23:38.250"
"57273","07:23:38.375"
"57274","07:23:38.500"
"57275","07:23:38.625"
"57276","07:23:38.750"
"57277","07:23:38.875"
"57278","07:23:39.000"
"57279","07:23:39.125"
"57280","07:23:39.250"
"57281","07:23:39.375"
"57282","07:23:39.500"
"57283","07:23:39.625"
"57284","07:23:39.750"
"57285","07:23:39.875"
"57286","07:23:40.000"
"57287","07:23:40.125"
"57288","07:23:40.250"
"57289","07:23:40.375"
"57290","07:23:40.500"
"57291","07:23:40.625"
"57292","07:23:40.750"
"57293","07:23:40.875"
"57294","07:23:41.000"
"57295","07:23:41.125"
"57296","07:23:41.250"
"57297","07:23:41.375"
"57298","07:23:41.500"
"57299","07:23:41.625"
"57300","07:23:41.750"
"57301","07:23:41.875"
"57302","07:23:42.000"
"57303","07:23:42.125"
"57304","07:23:42.250"
"57305","07:23:42.375"
"57306","07:23:42.500"
"57307","07:23:42.625"
"57308","07:23:42.750"
"57309","07:23:42.875"
"57310","07:23:43.000"
"57311","07:23:43.125"
